date,n_trades,n_active_accounts,total_volume_usd,total_realized_pnl,avg_trade_size_usd,n_buy,n_sell,long_short_ratio,classification,sentiment_simple,value,win_rate
2024-12-02,270,8,585243.56,18489.604313,2167.568740740741,156,114,1.368421052631579,Extreme Greed,Greed,80,0.9821428571428571
2024-12-03,374,8,1084666.53,23576.539285,2900.177887700535,170,204,0.8333333333333334,Extreme Greed,Greed,76,0.9096045197740112
2024-12-04,319,7,769287.65,292891.815021,2411.5600313479626,96,223,0.4304932735426009,Extreme Greed,Greed,78,0.891566265060241
2024-12-05,456,8,1256750.79,71574.11848800001,2756.0324342105264,192,264,0.7272727272727273,Extreme Greed,Greed,84,0.9414634146341463
2024-12-06,403,10,3471019.22,-92624.643895,8612.950918114144,205,198,1.0353535353535352,Greed,Greed,72,0.6861313868613139
2024-12-07,304,6,451733.42,85906.279067,1485.965197368421,110,194,0.5670103092783505,Extreme Greed,Greed,75,0.9225352112676056
2024-12-08,420,6,932939.72,15965.933436,2221.2850476190474,82,338,0.24260355029585798,Extreme Greed,Greed,79,0.9743589743589743
2024-12-09,539,10,983949.68,6310.967676,1825.5096103896105,455,84,5.416666666666667,Extreme Greed,Greed,78,0.9662921348314607
2024-12-10,1596,11,3150424.08,39325.770231,1973.94992481203,530,1066,0.4971857410881801,Extreme Greed,Greed,78,0.8343722172751559
2024-12-11,1221,12,2194098.33,319051.554217,1796.9683292383293,171,1050,0.16285714285714287,Greed,Greed,74,0.9863945578231292
2024-12-12,1932,14,4557189.87,599151.795008,2358.7939285714288,421,1511,0.2786234281932495,Extreme Greed,Greed,83,0.9541284403669725
2024-12-13,1173,11,2880824.64,31935.901745,2455.9459846547315,676,497,1.3601609657947686,Extreme Greed,Greed,76,0.9631901840490797
2024-12-14,1235,12,2369561.78,167801.399244,1918.6735060728743,595,640,0.9296875,Extreme Greed,Greed,83,0.9717607973421927
2024-12-15,1697,15,2583269.81,97525.315279,1522.256812021214,1131,566,1.9982332155477032,Extreme Greed,Greed,80,0.8891257995735607
2024-12-16,1055,13,2740808.97,166774.344133,2597.9231943127966,423,632,0.6693037974683544,Extreme Greed,Greed,83,0.9798534798534798
2024-12-17,1941,16,5233597.63,219591.305172,2696.3408706852138,851,1090,0.7807339449541284,Extreme Greed,Greed,87,0.9702176403207331
2024-12-18,1429,13,3798887.07,13682.994673,2658.423421973408,715,714,1.0014005602240896,Extreme Greed,Greed,81,0.7039030955585465
2024-12-19,3339,13,8241709.39,62744.004486000005,2468.316678646301,1201,2138,0.5617399438727783,Extreme Greed,Greed,75,0.9348816029143898
2024-12-20,2488,15,7681274.71,254969.660039,3087.3290635048234,1129,1359,0.8307579102281089,Greed,Greed,74,0.9350912778904665
2024-12-21,1681,8,4382875.12,150022.163157,2607.302272456871,596,1085,0.5493087557603686,Greed,Greed,73,0.9892933618843683
2024-12-22,774,8,3087320.22,352197.163973,3988.7858139534887,448,326,1.3742331288343559,Greed,Greed,73,0.9546742209631728
2024-12-23,2347,14,6771878.26,-29430.626577,2885.333728163613,1036,1311,0.7902364607170099,Greed,Greed,70,0.48504273504273504
2024-12-24,338,11,1767036.11,14813.780116,5227.917485207101,118,220,0.5363636363636364,Greed,Greed,73,0.6666666666666666
2024-12-25,208,6,347889.35,756.6570469999998,1672.5449519230767,86,122,0.7049180327868853,Greed,Greed,73,0.7682926829268293
2024-12-26,697,7,2205242.65,60228.639722,3163.9062410329984,373,324,1.1512345679012346,Extreme Greed,Greed,79,0.9649595687331537
2024-12-27,260,7,347913.0,2672.811035,1338.126923076923,137,123,1.113821138211382,Greed,Greed,74,0.9482758620689655
2024-12-28,161,7,281555.01,940.673623,1748.7888819875777,57,104,0.5480769230769231,Greed,Greed,72,0.8043478260869565
2024-12-29,201,7,344628.54,2884.067927,1714.5698507462685,69,132,0.5227272727272727,Greed,Greed,73,1.0
2024-12-30,304,9,1073865.73,9009.738137,3532.453059210526,183,121,1.512396694214876,Greed,Greed,65,0.9836065573770492
2024-12-31,306,6,877164.62,5445.01281,2866.551045751634,141,165,0.8545454545454545,Greed,Greed,64,0.92
2025-01-01,96,6,282582.1,-9528.065345,2943.5635416666664,68,28,2.4285714285714284,Greed,Greed,66,0.9666666666666667
2025-01-02,361,9,774674.84,8716.519087,2145.9136842105263,107,254,0.421259842519685,Greed,Greed,70,0.9821428571428571
2025-01-03,508,9,771208.99,6028.486793,1518.1279330708662,169,339,0.49852507374631266,Greed,Greed,74,0.8466257668711656
2025-01-04,371,9,1826029.6199999999,2553.537968,4921.912722371967,76,295,0.2576271186440678,Greed,Greed,73,0.8823529411764706
2025-01-05,239,8,451943.57,3187.719363,1890.977280334728,65,174,0.3735632183908046,Greed,Greed,72,0.9615384615384616
2025-01-06,573,7,556526.99,6064.185393,971.2512914485166,148,425,0.34823529411764703,Extreme Greed,Greed,76,0.7355371900826446
2025-01-07,637,6,1313178.1,16098.227531,2061.504081632653,562,75,7.493333333333333,Extreme Greed,Greed,78,0.97
2025-01-08,1039,11,3177275.18,130117.090554,3058.0126852743024,745,294,2.5340136054421767,Greed,Greed,70,0.9146919431279621
2025-01-09,522,7,1020733.25,46975.928902,1955.427681992337,201,321,0.6261682242990654,Greed,Greed,69,0.8579881656804734
2025-01-10,819,7,6547449.68,-10116.875552,7994.444053724053,366,453,0.8079470198675497,Neutral,Neutral,50,0.8852459016393442
2025-01-11,283,7,1658098.71,2269.080536,5859.006042402827,166,117,1.4188034188034189,Greed,Greed,69,0.7840909090909091
2025-01-12,602,7,2258459.17,5742.241803,3751.59330564784,81,521,0.15547024952015356,Greed,Greed,62,0.9936842105263158
2025-01-13,408,11,2936648.0100000002,9655.429352,7197.666691176471,240,168,1.4285714285714286,Greed,Greed,61,0.9518072289156626
2025-01-14,275,9,876581.97,16069.512355,3187.5708,92,183,0.5027322404371585,Greed,Greed,63,0.9716312056737588
2025-01-15,267,11,1801599.8900000001,14819.5883,6747.565131086143,93,174,0.5344827586206896,Greed,Greed,70,0.8848920863309353
2025-01-16,371,9,3049692.96,20807.709328,8220.196657681941,114,257,0.44357976653696496,Extreme Greed,Greed,75,0.900709219858156
2025-01-17,238,8,1110230.46,7006.415608,4664.8338655462185,95,143,0.6643356643356644,Extreme Greed,Greed,75,0.9921259842519685
2025-01-18,651,12,2711629.88,443.2330819999997,4165.330076804916,353,298,1.1845637583892616,Extreme Greed,Greed,77,0.8857142857142857
2025-01-19,1567,15,9715215.3,87923.799302,6199.8821314613915,841,726,1.1584022038567494,Extreme Greed,Greed,77,0.7304147465437788
2025-01-20,1315,15,8287327.01,87277.239173,6302.149817490495,755,560,1.3482142857142858,Extreme Greed,Greed,76,0.8502475247524752
2025-01-21,530,8,1523729.82,11077.839421,2874.961924528302,145,385,0.37662337662337664,Extreme Greed,Greed,76,0.9579439252336449
2025-01-22,832,10,1778406.43,20524.408057,2137.5077283653845,297,535,0.5551401869158878,Extreme Greed,Greed,84,0.7905405405405406
2025-01-23,1218,12,3697028.66,101256.24216,3035.3273070607556,561,657,0.8538812785388128,Extreme Greed,Greed,75,0.9504132231404959
2025-01-24,874,11,1611433.45,10602.779738,1843.7453661327231,358,516,0.6937984496124031,Extreme Greed,Greed,75,0.9779559118236473
2025-01-25,506,11,1239377.7,-10348.016255999999,2449.363043478261,315,191,1.649214659685864,Extreme Greed,Greed,75,0.8294117647058824
2025-01-26,451,7,1201173.66,40823.466668,2663.3562305986693,176,275,0.64,Greed,Greed,73,0.9514563106796117
2025-01-27,773,15,1508028.31,41331.765392,1950.8775032341528,510,263,1.9391634980988592,Greed,Greed,71,0.92
2025-01-28,498,8,579412.17,17979.613973,1163.4782530120483,157,341,0.4604105571847507,Greed,Greed,72,0.9542682926829268
2025-01-29,910,9,1897513.41,23421.01147,2085.1795714285713,438,472,0.9279661016949152,Greed,Greed,72,0.9643765903307888
2025-01-30,1067,11,3014397.17,23097.471385,2825.114498594189,267,800,0.33375,Greed,Greed,70,0.8747044917257684
2025-01-31,1016,11,2783411.48,35868.296773,2739.578228346457,323,693,0.4660894660894661,Extreme Greed,Greed,76,0.9385665529010239
2025-02-01,634,12,1363746.44,32300.205017,2151.019621451104,352,282,1.24822695035461,Greed,Greed,68,0.949748743718593
2025-02-02,1319,13,5661092.29,162854.759623,4291.957763457164,833,486,1.713991769547325,Greed,Greed,60,0.8941398865784499
2025-02-03,2380,12,22592901.37,348871.326269,9492.815701680673,1091,1289,0.8463925523661753,Fear,Fear,44,0.8243647234678625
2025-02-04,2512,13,15678409.27,416876.88812,6241.404964171974,1143,1369,0.8349159970781592,Greed,Greed,72,0.8720200752823086
2025-02-05,1297,11,8743231.51,56706.235562,6741.1191287586735,689,608,1.1332236842105263,Neutral,Neutral,54,0.8224852071005917
2025-02-06,1703,11,2818508.87,33803.799733,1655.0257604227834,1163,540,2.153703703703704,Neutral,Neutral,49,0.9469240048250904
2025-02-07,1524,13,3460263.54,22450.002091,2270.5141338582675,957,567,1.687830687830688,Fear,Fear,44,0.8007448789571695
2025-02-08,575,10,839734.97,586.703253,1460.4086434782607,451,124,3.6370967741935485,Fear,Fear,44,0.9016393442622951
2025-02-09,764,12,2920919.7,150551.829492,3823.19332460733,428,336,1.2738095238095237,Neutral,Neutral,46,0.9850299401197605
2025-02-10,889,14,3624958.44,63908.49465,4077.5685489313837,360,529,0.6805293005671077,Fear,Fear,43,0.9199134199134199
2025-02-11,848,12,2797544.17,-6093.784817,3298.990766509434,362,486,0.7448559670781894,Neutral,Neutral,47,0.5674846625766872
2025-02-12,1031,12,4143974.54,19848.635032,4019.3739476236665,406,625,0.6496,Neutral,Neutral,46,0.8563734290843806
2025-02-13,1370,11,3199852.21,27829.534238,2335.6585474452554,593,777,0.7631917631917632,Neutral,Neutral,50,0.9756468797564688
2025-02-14,1655,15,4007103.42,213860.675308,2421.210525679758,532,1123,0.47373107747105964,Neutral,Neutral,48,0.885286783042394
2025-02-15,932,12,1712852.95,45042.92701,1837.8250536480687,573,359,1.5961002785515321,Neutral,Neutral,50,0.9616306954436451
2025-02-16,681,10,806177.64,2369.478425,1183.8144493392072,345,336,1.0267857142857142,Neutral,Neutral,54,0.8595988538681948
2025-02-17,941,9,2031044.64,1818.573295,2158.3896280552603,623,318,1.9591194968553458,Neutral,Neutral,51,0.871900826446281
2025-02-18,1676,11,3371128.68,91204.672403,2011.413293556086,1051,625,1.6816,Neutral,Neutral,47,0.9225806451612903
2025-02-19,1361,10,3263930.24,14985.794701,2398.185334313005,864,497,1.738430583501006,Fear,Fear,44,0.909375
2025-02-20,2012,11,4628609.29,46008.794102,2300.5016351888667,788,1224,0.6437908496732027,Neutral,Neutral,49,0.9717741935483871
2025-02-21,1873,14,3972159.88,119693.49395,2120.747399893219,744,1129,0.6589902568644819,Greed,Greed,55,0.9664031620553359
2025-02-22,686,10,3175570.2,25278.704178,4629.111078717201,360,326,1.1042944785276074,Neutral,Neutral,49,0.96875
2025-02-23,520,12,1141310.74,10656.934251,2194.8283461538463,283,237,1.1940928270042195,Neutral,Neutral,50,0.9629629629629629
2025-02-24,5616,14,11223619.59,38470.176242,1998.5077617521367,3255,2361,1.3786531130876747,Neutral,Neutral,49,0.8816778789077958
2025-02-25,6246,18,19414984.36,204762.177034,3108.3868651937237,4236,2010,2.1074626865671644,Fear,Fear,25,0.7603923400280242
2025-02-26,1176,13,4946958.13,63229.063129,4206.597049319727,387,789,0.49049429657794674,Extreme Fear,Fear,21,0.928235294117647
2025-02-27,890,9,1999898.43,-36525.167517,2247.0768876404495,406,484,0.8388429752066116,Extreme Fear,Fear,10,0.5880952380952381
2025-02-28,1019,13,4123660.77,225628.108748,4046.7721000981355,530,489,1.0838445807770962,Extreme Fear,Fear,16,0.9682151589242054
2025-03-01,174,5,263824.13,10596.108968,1516.230632183908,105,69,1.5217391304347827,Extreme Fear,Fear,20,0.9285714285714286
2025-03-02,532,10,6460848.74,66914.320708,12144.452518796992,274,258,1.062015503875969,Fear,Fear,26,0.9501779359430605
2025-03-03,1482,14,8244590.38,616413.032233,5563.151403508772,1069,413,2.5883777239709445,Fear,Fear,33,0.9650793650793651
2025-03-04,2402,16,11124247.15,182075.566585,4631.24360949209,1748,654,2.672782874617737,Extreme Fear,Fear,15,0.7444987775061125
2025-03-05,1660,13,9193654.22,269328.365917,5538.345915662651,375,1285,0.2918287937743191,Extreme Fear,Fear,20,0.9843627834245504
2025-03-06,760,12,6765324.96,16101.125561,8901.743368421052,371,389,0.9537275064267352,Fear,Fear,25,0.9554973821989529
2025-03-07,2552,14,19854275.48,150236.061627,7779.888510971787,1227,1325,0.9260377358490566,Fear,Fear,34,0.9315164220824598
2025-03-08,529,13,892083.51,24700.773359,1686.3582419659735,288,241,1.1950207468879668,Fear,Fear,28,0.9933993399339934
2025-03-09,1422,12,10419697.99,19773.457395,7327.495070323488,947,475,1.9936842105263157,Fear,Fear,27,1.0
2025-03-10,2911,14,16811790.68,-10010.027269999999,5775.263029886637,1570,1341,1.1707680835197614,Extreme Fear,Fear,20,0.8673163418290855
2025-03-11,3286,16,14016952.09,-76880.729036,4265.657970176507,2120,1166,1.8181818181818181,Extreme Fear,Fear,24,0.5146198830409356
2025-03-12,3968,13,18618139.15,288105.984215,4692.071358366935,1647,2321,0.7096079276174063,Fear,Fear,34,0.9601371624517788
2025-03-13,962,13,3285591.22,14114.870873,3415.375488565489,468,494,0.9473684210526315,Neutral,Neutral,45,0.8979591836734694
2025-03-14,2210,10,8047187.16,68646.160089,3641.261158371041,297,1913,0.15525352848928384,Fear,Fear,27,0.981789802289282
2025-03-15,261,8,2355749.54,78694.624572,9025.86030651341,154,107,1.439252336448598,Neutral,Neutral,46,0.8201058201058201
2025-03-16,530,8,10187921.51,-7910.943544999999,19222.49341509434,304,226,1.345132743362832,Fear,Fear,30,0.5590909090909091
2025-03-17,920,11,3592895.05,26163.906513,3905.320706521739,483,437,1.105263157894737,Fear,Fear,32,0.8633540372670807
2025-03-18,834,13,4050655.47,72322.788824,4856.901043165468,341,493,0.691683569979716,Fear,Fear,34,0.7642276422764228
2025-03-19,1612,12,4598813.57,29374.682341,2852.8620161290323,563,1049,0.5367016205910391,Fear,Fear,32,0.8658064516129033
2025-03-20,771,13,1652257.93,10246.859436,2143.0063942931256,238,533,0.44652908067542213,Neutral,Neutral,49,0.7159090909090909
2025-03-21,698,9,2543903.39,6951.270374,3644.560730659026,346,352,0.9829545454545454,Fear,Fear,31,1.0
2025-03-22,535,8,971809.42,12498.535254,1816.4662056074767,222,313,0.7092651757188498,Fear,Fear,32,0.7673716012084593
2025-03-23,447,10,2593519.67,14047.421585,5802.057427293064,290,157,1.8471337579617835,Fear,Fear,30,1.0
2025-03-24,1027,13,3017587.05,107878.961301,2938.254186952288,213,814,0.2616707616707617,Neutral,Neutral,45,0.9418777943368107
2025-03-25,791,13,5372519.77,32030.90678,6792.060391908975,422,369,1.1436314363143631,Neutral,Neutral,46,0.7333333333333333
2025-03-26,3102,17,7597754.37,15802.167427,2449.30830754352,1574,1528,1.030104712041885,Neutral,Neutral,47,0.5197775030902348
2025-03-27,785,11,3240279.46,58825.359221,4127.744535031847,474,311,1.5241157556270097,Fear,Fear,40,0.9886792452830189
2025-03-28,728,11,1483092.61,21337.179335,2037.2151236263737,533,195,2.7333333333333334,Fear,Fear,44,0.9871794871794872
2025-03-29,1894,10,3668151.83,12098.872931,1936.7221911298839,997,897,1.1114827201783724,Fear,Fear,26,0.7170212765957447
2025-03-30,568,9,2850874.96,15795.11514,5019.146056338028,478,90,5.311111111111111,Fear,Fear,32,0.8867924528301887
2025-03-31,495,12,2164772.4699999997,6978.184557,4373.277717171717,214,281,0.7615658362989324,Fear,Fear,34,0.886986301369863
2025-04-01,192,9,704445.1900000001,-2202.6622420000003,3668.9853645833336,92,100,0.92,Fear,Fear,34,0.7213114754098361
2025-04-02,1076,11,3867930.6,202212.740938,3594.7310408921935,128,948,0.1350210970464135,Fear,Fear,44,0.9989626556016598
2025-04-03,1748,17,8670233.15,-2365.961276,4960.087614416476,956,792,1.207070707070707,Fear,Fear,25,0.8201892744479495
2025-04-04,1272,14,3835545.73,-25515.678949999998,3015.3661399371067,499,773,0.6455368693402329,Fear,Fear,28,0.7155297532656023
2025-04-05,360,10,1267564.22,35907.33771,3521.011722222222,138,222,0.6216216216216216,Fear,Fear,30,0.9720930232558139
2025-04-06,1048,14,3551252.06,47053.449272,3388.59929389313,678,370,1.8324324324324324,Fear,Fear,34,0.9595375722543352
2025-04-07,2814,18,14460253.14,34527.370305,5138.682707889126,1415,1399,1.0114367405289493,Extreme Fear,Fear,23,0.5328582739509106
2025-04-08,943,17,8869391.4,34899.394798,9405.505196182397,430,513,0.8382066276803118,Extreme Fear,Fear,24,0.8373101952277657
2025-04-09,3967,20,28556806.47,43120.444797,7198.589984875221,1764,2203,0.8007262823422605,Extreme Fear,Fear,18,0.7679856115107914
2025-04-10,2127,19,28741953.29,158261.822261,13512.90704748472,1137,990,1.1484848484848484,Fear,Fear,39,0.845229151014275
2025-04-11,1096,16,11319327.07,126406.479081,10327.853166058394,312,784,0.3979591836734694,Fear,Fear,25,0.8123620309050773
2025-04-12,2109,20,55914617.49,410419.694533,26512.383826458037,800,1309,0.6111535523300229,Fear,Fear,43,0.7961165048543689
2025-04-13,1321,17,14171154.79,48696.021521,10727.596358819075,739,582,1.2697594501718212,Neutral,Neutral,45,0.8445229681978799
2025-04-14,890,14,13079972.98,45680.443063,14696.598853932584,517,373,1.386058981233244,Fear,Fear,31,0.8995215311004785
2025-04-15,1131,14,20752168.24,72357.706282,18348.51303271441,344,787,0.4371029224904701,Fear,Fear,38,0.9923312883435583
2025-04-16,1608,17,36502715.9,58631.730257,22700.69396766169,835,773,1.0802069857697283,Fear,Fear,29,0.677819083023544
2025-04-17,1031,12,2604551.51,5427.919886,2526.238128031038,341,690,0.49420289855072463,Fear,Fear,30,0.8482384823848238
2025-04-18,1894,12,24610650.46,4880.4047439999995,12994.007634635693,755,1139,0.6628621597892889,Fear,Fear,33,0.9788306451612904
2025-04-19,2786,15,32706462.71,71950.577495,11739.577426417804,999,1787,0.5590374930050364,Fear,Fear,32,0.7964774951076321
2025-04-20,1982,12,12126094.05,25060.341936,6118.110015136226,1079,903,1.194905869324474,Fear,Fear,37,0.8212058212058212
2025-04-21,1718,14,42104054.84,34369.267906999994,24507.598859138536,604,1114,0.5421903052064632,Fear,Fear,39,0.7946009389671361
2025-04-22,2998,15,33753625.24,58652.763578,11258.714222815212,1420,1578,0.899873257287706,Neutral,Neutral,47,0.6894409937888198
2025-04-23,6159,19,30682443.79,-419020.225731,4981.72492125345,4218,1941,2.1731066460587325,Greed,Greed,72,0.48320850446967867
2025-04-24,2232,15,35088918.64,50704.395965,15720.841684587815,1223,1009,1.2120911793855302,Greed,Greed,63,0.7782462057335582
2025-04-25,1653,16,27749455.78,20218.859206,16787.32957047792,681,972,0.7006172839506173,Greed,Greed,60,0.873972602739726
2025-04-26,1131,12,11948127.77,-4125.753942,10564.215534924844,604,527,1.146110056925996,Greed,Greed,65,0.3532608695652174
2025-04-27,337,9,487537.69,2702.067468,1446.6993768545994,209,128,1.6328125,Greed,Greed,61,0.7361963190184049
2025-04-28,1379,8,26124921.49,36906.813759,18944.83066715011,652,727,0.8968363136176066,Neutral,Neutral,54,0.796398891966759
2025-04-29,2243,7,34089511.66,125749.613427,15198.177289344627,1105,1138,0.9710017574692443,Greed,Greed,60,0.937137330754352
2025-04-30,1113,8,12693878.85,14003.797269,11405.10229110512,838,275,3.0472727272727274,Greed,Greed,56,0.8966565349544073
2025-05-01,1230,11,10720240.52,54536.829297000004,8715.642699186992,686,544,1.2610294117647058,Neutral,Neutral,53,0.7863501483679525
