Account,total_pnl,avg_trade_size,avg_daily_trades,active_days,avg_win_rate,pnl_std,size_segment,freq_segment,consistency,consistency_segment
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,126578.942134,12481.488695021257,169.55555555555554,18,0.8688811188811189,15642.867721081608,High size,Frequent,0.12358191226248069,Inconsistent winner
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,106302.875256,1273.0527781456335,243.828125,64,0.9719059123267462,2678.372530919574,Low size,Frequent,0.025195673442223284,Consistent winner
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,72846.484272,2007.3297785771122,11.27027027027027,37,0.6666666666666666,7523.577871362993,Low size,Infrequent,0.10327990357463045,Inconsistent winner
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,67845.619531,2959.4760618012087,37.53333333333333,15,1.0,8542.12051178745,Low size,Infrequent,0.12590526213537467,Inconsistent winner
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,21758.831753,18919.354152424097,26.7,20,0.8783542039355994,2029.2695425579955,High size,Infrequent,0.09326187938735314,Inconsistent winner
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2143382.597689,4495.49655852293,57.55078125,256,0.7997419813230227,39920.90858902897,Low size,Infrequent,0.01862519021665651,Consistent winner
0xb899e522b5715391ae1d4f137653e7906c5e2115,22488.500821,26246.518331080708,138.22857142857143,35,0.85729441806591,12369.710508123975,High size,Frequent,0.5500460260371384,Inconsistent winner
0xbaaaf6571ab7d571043ff1e313a9609a10637864,940163.80622,4528.364242699367,756.8571428571429,28,0.9498331633731827,74757.66101524414,Low size,Frequent,0.07951557007476494,Inconsistent winner
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,220519.061853,10511.08274482338,39.417910447761194,67,0.5507125944842794,30273.449507840578,High size,Infrequent,0.13728268773436528,Inconsistent winner
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,836080.553077,1760.5388452412292,306.7480916030534,131,0.8055407335868281,25629.432631190368,Low size,Frequent,0.030654262363676806,Consistent winner
